"species" "time" "speed"
"agouti" 0.343032407 0.061428572
"peccary" 0.284907407 0.161428571
"agouti" 0.384907407 0.023928572
"ocelot" 0.025486111 0.040799999
"agouti" 0.682986111 0.150000006
"peccary" 0.762997685 0.023448276
"peccary" 0.298773148 0.349999984
"agouti" 0.723217593 0.03047619
"rat" 0.940648148 0.029215686
"agouti" 0.258310185 0.17777778
"agouti" 0.366354167 0.091818181
"brocket" 0.184074074 0.15625
"paca" 0.958321759 0.15666666
"agouti" 0.575289352 0.25
"paca" 0.085671296 0.116666665
"peccary" 0.781446759 0.283333341
"peccary" 0.853587963 0.328571422
"agouti" 0.352789352 0.27692307
"ocelot" 0.722106481 0.292307689
"peccary" 0.706712963 0.372727264
"tamandua" 0.684930556 0.1875
"peccary" 0.5465625 0.383333325
"paca" 0.134733796 0.119999996
"paca" 0.977025463 0.071428571
"squirrel" 0.371273148 0.032272726
"ocelot" 0.920520833 0.071176473
"peccary" 0.303148148 0.224285722
"agouti" 0.768888889 0.089999998
"agouti" 0.680960648 0.181818182
"agouti" 0.625787037 0.363636364
"agouti" 0.354606481 0.566666656
"coati" 0.673622685 0.111818184
"peccary" 0.840833333 0.049999999
"rat" 0.120590278 0.126666665
"agouti" 0.532094907 0.111428567
"peccary" 0.225844907 0.06105263
"agouti" 0.411354167 0.039756097
"agouti" 0.769050926 0.400000016
"rat" 0.175439815 0.171000004
"squirrel" 0.672222222 0.022500001
"peccary" 0.310474537 0.044444445
"paca" 0.854166667 0.087499999
"armadillo" 0.877546296 0.094117648
"ocelot" 0.229652778 0.266666671
"paca" 0.069953704 0.24285715
"paca" 0.036261574 0.222222222
"brocket" 0.155266204 0.131249994
"brocket" 0.2578125 0.275000006
"peccary" 0.842361111 0.342857156
"brocket" 0.278078704 0.342857156
"brocket" 0.825 0.357142857
"coati" 0.340543981 0.322222233
"coati" 0.286435185 0.238461531
"brocket" 0.64650463 0.379999995
"peccary" 0.379768519 0.111111111
"squirrel" 0.603969907 0.06238095
"agouti" 0.540451389 0.247500002
"agouti" 0.323622685 0.123333335
"paca" 0.971655093 0.172857148
"paca" 0.823368056 0.088749997
"squirrel" 0.711388889 0.153333333
"agouti" 0.265752315 0.233333329
"agouti" 0.753865741 0.100000001
"paca" 0.202337963 0.075999999
"agouti" 0.677511574 0.039047619
"agouti" 0.283796296 0.0425
"peccary" 0.276979167 0.016853933
"agouti" 0.498425926 0.079166666
"armadillo" 0.712488426 0.112222221
"agouti" 0.653645833 0.228571432
"coati" 0.333541667 0.141111109
"ocelot" 0.86875 0.629999995
"coati" 0.432997685 0.161428571
"peccary" 0.08005787 0.042857145
"rat" 0.207696759 0.112499997
"agouti" 0.295324074 0.090909091
"agouti" 0.450671296 0.100000002
"squirrel" 0.319328704 0.150000006
"agouti" 0.66974537 0.002744425
"agouti" 0.401296296 0.145454548
"agouti" 0.440601852 0.174999992
"agouti" 0.318090278 0.24444445
"brocket" 0.789375 0.342857156
"agouti" 0.304328704 0.135714284
"brocket" 0.148738426 0.487500012
"ocelot" 0.231145833 0.045625001
"rat" 0.009965278 0.080000003
"agouti" 0.269618056 0.005
"squirrel" 0.426875 0.009655172
"paca" 0.938171296 0.304285731
"paca" 0.945763889 0.25714285
"peccary" 0.226030093 0.279999995
"ocelot" 0.194606481 0.25
"agouti" 0.4646875 0.012941176
"rat" 0.23 0.067500003
"agouti" 0.548020833 0.1
"peccary" 0.25900463 0.176249996
"rat" 0.920138889 0.060000002
"paca" 0.832800926 0.324999988
"agouti" 0.723668981 0.052999997
"peccary" 0.225856481 0.046818181
"agouti" 0.766469907 0.177142859
"peccary" 0.623344907 0.171111107
"agouti" 0.297789352 0.044
"agouti" 0.291064815 0.103999996
"agouti" 0.697662037 0.067500002
"rat" 0.780914352 0.025454546
"agouti" 0.307164352 0.202500001
"agouti" 0.415729167 0.006870229
"peccary" 0.32724537 0.155555553
"agouti" 0.365543981 0.145454548
"paca" 0.041990741 0.160000002
"brocket" 0.688587963 0.154545459
"paca" 0.865347222 0.224999994
"brocket" 0.32650463 0.183333337
"peccary" 0.941365741 0.25555555
"paca" 0.945243056 0.324999988
"agouti" 0.756678241 0.3
"brocket" 0.825266204 0.344444434
"agouti" 0.371886574 0.023566879
"agouti" 0.376435185 0.266666667
"peccary" 0.119479167 0.519999981
"paca" 0.927997685 0.050000001
"agouti" 0.674502315 0.043333332
"peccary" 0.276979167 0.013913043
"paca" 0.88837963 0.103684212
"agouti" 0.306782407 0.050000002
"peccary" 0.855127315 0.25714285
"armadillo" 0.977372685 0.043125
"agouti" 0.288946759 0.081904763
"agouti" 0.695648148 0.144444439
"mouse" 0.942083333 0.175
"brocket" 0.686006944 0.04611111
"agouti" 0.60931713 0.015243902
"rat" 0.921631944 0.103076926
"agouti" 0.248969907 0.09333333
"agouti" 0.305601852 0.056249999
"agouti" 0.412858796 0.038461538
"agouti" 0.335381944 0.069230767
"peccary" 0.862893519 0.090909091
"paca" 0.948518519 0.073333335
"agouti" 0.276099537 0.155555553
"agouti" 0.280590278 0.1875
"agouti" 0.274548611 0.106666668
"peccary" 0.221018519 0.119999997
"agouti" 0.359212963 0.070370369
"agouti" 0.307083333 0.181818182
"brocket" 0.972326389 0.20999999
"agouti" 0.366886574 0.055813956
"brocket" 0.865983796 0.385714293
"peccary" 0.759849537 0.349999994
"peccary" 0.330613426 0.258333325
"peccary" 0.729664352 0.237499997
"peccary" 0.729814815 0.323076908
"brocket" 0.311793981 0.433333317
"agouti" 0.376782407 0.005952381
"brocket" 0.311967593 0.297142846
"peccary" 0.629652778 0.055833335
"agouti" 0.293784722 0.073846152
"paca" 0.839791667 0.081111113
"agouti" 0.675960648 0.018461539
"rat" 0.947465278 0.227272727
"agouti" 0.637511574 0.142500003
"agouti" 0.638009259 0.073076922
"agouti" 0.359085648 0.01025641
"agouti" 0.71181713 0.09222222
"peccary" 0.468113426 0.052173915
"agouti" 0.264270833 0.073749997
"agouti" 0.705648148 0.042142857
"peccary" 0.659907407 0.110000002
"agouti" 0.673506944 0.159166664
"brocket" 0.051655093 0.25714285
"rat" 0.031944444 0.002331671
"agouti" 0.414212963 0.050666666
"agouti" 0.314259259 0.084615386
"rat" 0.131724537 0.105555554
"paca" 0.202118056 0.414285728
"squirrel" 0.262407407 0.057777776
"agouti" 0.55712963 0.057142858
"brocket" 0.223043981 0.371250004
"paca" 0.943159722 0.326249987
"paca" 0.920185185 0.071428571
"agouti" 0.270543981 0.137500003
"paca" 0.84443287 0.133333339
"agouti" 0.398946759 0.107142857
"peccary" 0.663611111 0.100000001
"paca" 0.24119213 0.111764704
"paca" 0.830555556 0.200000004
"coati" 0.33630787 0.150000003
"brocket" 0.085821759 0.24545455
"peccary" 0.864710648 0.147826091
"peccary" 0.32818287 0.45999999
"tamandua" 0.753101852 0.338888884
"agouti" 0.610509259 0.013020833
"ocelot" 0.102175926 0.275000006
"paca" 0.044340278 0.040000001
"agouti" 0.765972222 0.112499997
"agouti" 0.325381944 0.122222225
"paca" 0.150081019 0.075652174
"coati" 0.262789352 0.055599999
"agouti" 0.266481481 0.045555555
"paca" 0.880011574 0.227777772
"peccary" 0.276354167 0.046551725
"brocket" 0.885578704 0.425000012
"peccary" 0.122928241 0.222222222
"agouti" 0.316168981 0.039285715
"brocket" 0.824479167 0.214285714
"agouti" 0.682824074 0.160714286
"rat" 0.153611111 0.047999999
"agouti" 0.250659722 0.125
"agouti" 0.624131944 0.057272727
"ocelot" 0.165821759 0.215000004
"peccary" 0.300196759 0.072727274
"agouti" 0.680949074 0.04736842
"agouti" 0.379247685 0.07222222
"rat" 0.252465278 0.025925925
"ocelot" 0.05443287 0.160000002
"paca" 0.826041667 0.170000005
"agouti" 0.307719907 0.179999995
"agouti" 0.57650463 0.111764704
"coati" 0.378993056 0.073333335
"peccary" 0.022430556 0.215384612
"peccary" 0.302210648 0.272727273
"paca" 0.176527778 0.30999999
"peccary" 0.015416667 0.329999995
"agouti" 0.412615741 0.055000002
"brocket" 0.260694444 0.194444444
"agouti" 0.665266204 0.091875002
"agouti" 0.715787037 0.040000001
"agouti" 0.319467593 0.223571437
"peccary" 0.943483796 0.24444445
"agouti" 0.5109375 0.060645161
"paca" 0.201087963 0.188888894
"agouti" 0.268125 0.29000001
"agouti" 0.765046296 0.194444444
"agouti" 0.464351852 0.011827957
"brocket" 0.260520833 0.053125001
"brocket" 0.303171296 0.119999997
"peccary" 0.8153125 0.086956522
"coati" 0.670717593 0.113043474
"coati" 0.49994213 0.13333333
"agouti" 0.581342593 0.314285721
"agouti" 0.392696759 0.026666666
"paca" 0.896319444 0.128181815
"peccary" 0.887372685 0.02779661
"agouti" 0.304907407 0.151333332
"squirrel" 0.389513889 0.045714285
"paca" 0.176203704 0.100000004
"squirrel" 0.265208333 0.055454547
"agouti" 0.703078704 0.082666667
"coati" 0.287604167 0.046153848
"paca" 0.151631944 0.037500001
"agouti" 0.261527778 0.054545457
"agouti" 0.739247685 0.061538462
"paca" 0.972164352 0.066666668
"paca" 0.997581019 0.066666668
"peccary" 0.847581019 0.024324324
"brocket" 0.484467593 0.035999999
"agouti" 0.273506944 0.090909091
"paca" 0.0865625 0.083333333
"agouti" 0.455451389 0.00859375
"agouti" 0.283530093 0.092307696
"opossum" 0.14337963 0.086666663
"agouti" 0.262939815 0.108333329
"agouti" 0.631631944 0.087499999
"peccary" 0.81224537 0.123076925
"paca" 0.059571759 0.133333335
"agouti" 0.522847222 0.094117648
"paca" 0.014178241 0.145454548
"peccary" 0.92224537 0.145454548
"peccary" 0.962060185 0.141666671
"peccary" 0.261273148 0.154545459
"agouti" 0.750462963 0.09473684
"coati" 0.670717593 0.074999998
"brocket" 0.13224537 0.138461535
"brocket" 0.152743056 0.029032257
"peccary" 0.065219907 0.158333331
"peccary" 0.374351852 0.111764704
"coati" 0.666400463 0.021348314
"coati" 0.653715278 0.105263158
"agouti" 0.695590278 0.105263158
"brocket" 0.752106481 0.166666667
"agouti" 0.683877315 0.095652176
"agouti" 0.337800926 0.091666669
"agouti" 0.757453704 0.115789476
"brocket" 0.202118056 0.157142861
"paca" 0.822384259 0.137500003
"ocelot" 0.125462963 0.176923073
"peccary" 0.961168981 0.218181827
"brocket" 0.034502315 0.131578947
"brocket" 0.464849537 0.15625
"brocket" 0.545486111 0.131578947
"brocket" 0.30943287 0.123809519
"agouti" 0.577650463 0.024347826
"peccary" 0.016724537 0.233333329
"coati" 0.584050926 0.16470588
"agouti" 0.345543981 0.079999999
"brocket" 0.740590278 0.103703702
"peccary" 0.267511574 0.207142864
"brocket" 0.102766204 0.152631584
"coati" 0.360081019 0.069047621
"peccary" 0.944907407 0.214285714
"brocket" 0.19349537 0.272727273
"agouti" 0.760011574 0.20666666
"peccary" 0.393194444 0.172222217
"coati" 0.340439815 0.20666666
"peccary" 0.828553241 0.160000002
"peccary" 0.814918981 0.299999996
"agouti" 0.7571875 0.235714282
"peccary" 0.983229167 0.274999996
"paca" 0.874155093 0.299999996
"agouti" 0.304652778 0.057142856
"agouti" 0.289710648 0.160869567
"peccary" 0.30869213 0.24666667
"ocelot" 0.292407407 0.336363641
"agouti" 0.722974537 0.125806455
"agouti" 0.757511574 0.073684207
"agouti" 0.481979167 0.095454541
"brocket" 0.817372685 0.366666675
"brocket" 0.196018519 0.400000016
"agouti" 0.450625 0.333333333
"agouti" 0.748831019 0.06190476
"agouti" 0.528726852 0.395454537
"agouti" 0.719791667 0.125
"agouti" 0.595011574 0.159230764
"mouse" 0.195335648 0.036363637
"agouti" 0.539444444 0.075454544
"agouti" 0.508009259 0.135714284
"agouti" 0.695555556 0.17
"agouti" 0.5146875 0.200769223
"agouti" 0.469814815 0.07857143
"coati" 0.329791667 0.015180723
"agouti" 0.258240741 0.308333337
"paca" 0.13599537 0.345833341
"paca" 0.131956019 0.160000002
"paca" 0.121655093 0.247333336
"agouti" 0.246006944 0.154545459
"brocket" 0.138784722 0.092307696
"agouti" 0.33869213 0.087777774
"agouti" 0.575324074 0.121111115
"brocket" 0.709918981 0.158749998
"rat" 0.113321759 0.012962963
"agouti" 0.490405093 0.015961538
"agouti" 0.33005787 0.038181818
"agouti" 0.695613426 0.049333334
"tamandua" 0.790925926 0.202999997
"brocket" 0.050902778 0.316666663
"squirrel" 0.292627315 0.032307691
"coati" 0.280324074 0.030833334
"coati" 0.280324074 0.074166665
"ocelot" 0.054201389 0.127999997
"peccary" 0.246388889 0.390909108
"rat" 0.894988426 0.043000001
"agouti" 0.529143519 0.0525
"brocket" 0.97875 0.044285715
"paca" 0.177673611 0.050000001
"paca" 0.164826389 0.08888889
"agouti" 0.754513889 0.116060604
"paca" 0.026087963 0.277777778
"agouti" 0.39224537 0.042962962
"agouti" 0.774953704 0.163636359
"agouti" 0.362395833 0.057076924
"brocket" 0.692337963 0.050000001
"agouti" 0.702928241 0.028
"agouti" 0.25849537 0.272727273
"agouti" 0.38900463 0.014358974
"agouti" 0.315752315 0.162222226
"brocket" 0.971527778 0.136363636
"agouti" 0.544976852 0.02625
"brocket" 0.923425926 0.171538463
"agouti" 0.262372685 0.225
"agouti" 0.289293981 0.161153848
"agouti" 0.325752315 0.158888883
"peccary" 0.810358796 0.00754717
"opossum" 0.118842593 0.181818182
"agouti" 0.392708333 0.02882353
"agouti" 0.611944444 0.028571428
"peccary" 0.290902778 0.224999994
"rat" 0.060868056 0.119000006
"agouti" 0.601979167 0.033962263
"ocelot" 0.025486111 0.019666666
"agouti" 0.498113426 0.042857142
"agouti" 0.347777778 0.122000003
"agouti" 0.677743056 0.282307698
"armadillo" 0.124363426 0.345454541
"agouti" 0.493946759 0.035333334
"brocket" 0.30181713 0.201818184
"brocket" 0.321342593 0.543749988
"agouti" 0.257835648 0.035833332
"paca" 0.986342593 0.08181818
"agouti" 0.262106481 0.044999999
"agouti" 0.342303241 0.070833335
"brocket" 0.128981481 0.185714279
"brocket" 0.295451389 0.152727268
"peccary" 0.676041667 0.024000001
"brocket" 0.655868056 0.080952383
"agouti" 0.355902778 0.09473684
"agouti" 0.295393519 0.155555553
"coati" 0.340439815 0.206249997
"paca" 0.182615741 0.129999995
"peccary" 0.742303241 0.249285715
"peccary" 0.38005787 0.304210537
"peccary" 0.741168981 0.213076922
"brocket" 0.323657407 0.027419356
"agouti" 0.57744213 0.085999997
"peccary" 0.692430556 0.197619052
"peccary" 0.785289352 0.166666667
"brocket" 0.902719907 0.176923073
"peccary" 0.806030093 0.053636361
"agouti" 0.482071759 0.026764706
"peccary" 0.796215278 0.015454546
"paca" 0.847835648 0.099999998
"paca" 0.836643519 0.058333332
"peccary" 0.838599537 0.033333333
"agouti" 0.295856481 0.118749999
"agouti" 0.31818287 0.073333335
"brocket" 0.957071759 0.233333333
"brocket" 0.711527778 0.221739126
"agouti" 0.643159722 0.021111111
"rat" 0.1296875 0.120769235
"paca" 0.834965278 0.028461539
"peccary" 0.726712963 0.096874997
"rat" 0.814328704 0.047058824
"peccary" 0.623900463 0.053157894
"agouti" 0.664305556 0.068000002
"paca" 0.920775463 0.105555554
"peccary" 0.313703704 0.277777778
"peccary" 0.27244213 0.162499994
"brocket" 0.796701389 0.078666663
"agouti" 0.31337963 0.192857146
"agouti" 0.298298611 0.052380954
"agouti" 0.449537037 0.034000001
"agouti" 0.307511574 0.029411765
"peccary" 0.735219907 0.091304344
"ocelot" 0.796828704 0.147027029
"rat" 0.985335648 0.022608695
"agouti" 0.310543981 0.210526316
"agouti" 0.717962963 0.04736842
"brocket" 0.214733796 0.08235294
"peccary" 0.969178241 0.126666665
"peccary" 0.7821875 0.10333333
"brocket" 0.007222222 0.065384617
"agouti" 0.707962963 0.083333333
"agouti" 0.465532407 0.206896552
"agouti" 0.315694444 0.046875
"agouti" 0.75806713 0.053571429
"agouti" 0.520972222 0.045000001
"brocket" 0.825138889 0.114285716
"agouti" 0.67474537 0.096000004
"peccary" 0.782662037 0.217391304
"agouti" 0.714467593 0.002780749
"peccary" 0.8178125 0.073888891
"peccary" 0.7475 0.305263168
"agouti" 0.317743056 0.108846151
"peccary" 0.883738426 0.08181818
"agouti" 0.441689815 0.018750001
"peccary" 0.934467593 0.140909087
"brocket" 0.281273148 0.148076919
"peccary" 0.516319444 0.075999999
"agouti" 0.699814815 0.057894738
"peccary" 0.854050926 0.158823532
"agouti" 0.45943287 0.112500002
"agouti" 0.320694444 0.011393443
"agouti" 0.255266204 0.137500003
"agouti" 0.679328704 0.031199999
"agouti" 0.542395833 0.029411765
"agouti" 0.276388889 0.049999999
"agouti" 0.666990741 0.123076925
"peccary" 0.795219907 0.124137928
"agouti" 0.586180556 0.004683544
"opossum" 0.182731481 0.046666666
"agouti" 0.319409722 0.027906978
"peccary" 0.803125 0.026923076
"brocket" 0.746886574 0.053571429
"agouti" 0.768194444 0.062962965
"agouti" 0.269178241 0.0129771
"brocket" 0.112349537 0.077272729
"agouti" 0.364699074 0.065384617
"agouti" 0.385150463 0.015384616
"squirrel" 0.290694444 0.088000002
"peccary" 0.223009259 0.095652176
"brocket" 0.150462963 0.082758624
"peccary" 0.852488426 0.044642857
"agouti" 0.273784722 0.027173913
"peccary" 0.711585648 0.017197453
"peccary" 0.088703704 0.112500002
"brocket" 0.640011574 0.103846156
"peccary" 0.990138889 0.116000004
"agouti" 0.577951389 0.06
"brocket" 0.106527778 0.154999995
"peccary" 0.300289352 0.113793102
"peccary" 0.136041667 0.205882353
"peccary" 0.74037037 0.094594595
"brocket" 0.273078704 0.149999996
"peccary" 0.702916667 0.108108108
"peccary" 0.312430556 0.229999995
"peccary" 0.308958333 0.293749988
"peccary" 0.792511574 0.239130435
"peccary" 0.74693287 0.335294106
"brocket" 0.868333333 0.333333333
"peccary" 0.85380787 0.296153839
"armadillo" 0.17775463 0.169999997
"peccary" 0.168344907 0.122222225
"agouti" 0.654548611 0.072727274
"agouti" 0.371782407 0.213636355
"agouti" 0.752592593 0.087499999
"brocket" 0.225219907 0.157692304
"agouti" 0.337372685 0.019230769
"agouti" 0.264618056 0.045789474
"peccary" 0.726145833 0.069230767
"ocelot" 0.980358796 0.181176466
"agouti" 0.376446759 0.023199999
"armadillo" 0.980081019 0.042857145
"brocket" 0.856956019 0.136000004
"brocket" 0.95119213 0.089655169
"peccary" 0.284907407 0.13055555
"armadillo" 0.980081019 0.114285716
"squirrel" 0.294039352 0.098620686
"brocket" 0.197986111 0.028846154
"brocket" 0.246423611 0.28125
"brocket" 0.953715278 0.043000002
"peccary" 0.814594907 0.052380954
"agouti" 0.373912037 0.027407408
"peccary" 0.820046296 0.051515153
"agouti" 0.348958333 0.038275863
"agouti" 0.25650463 0.049999999
"paca" 0.039155093 0.01867647
"paca" 0.183020833 0.170000005
"peccary" 0.850844907 0.050000001
"peccary" 0.721550926 0.030555556
"agouti" 0.353599537 0.065116278
"agouti" 0.281655093 0.037804877
"brocket" 0.964328704 0.2
"agouti" 0.246585648 0.036562499
"coati" 0.329791667 0.003018868
"agouti" 0.300763889 0.054999999
"brocket" 0.99755787 0.067741932
"agouti" 0.364490741 0.115625001
"peccary" 0.793425926 0.221739126
"brocket" 0.62193287 0.07833333
"brocket" 0.826643519 0.087499996
"peccary" 0.327361111 0.065714284
"ocelot" 0.846006944 0.078571427
"brocket" 0.324398148 0.188888885
"paca" 0.015821759 0.029268294
"peccary" 0.752361111 0.037837837
"brocket" 0.085509259 0.0625
"peccary" 0.7821875 0.039473684
"squirrel" 0.416516204 0.008695652
"peccary" 0.845069444 0.053333334
"brocket" 0.155983796 0.064000001
"agouti" 0.311215278 0.025352112
"agouti" 0.648321759 0.052941175
"rat" 0.195532407 0.012643678
"peccary" 0.852488426 0.024000001
"peccary" 0.732719907 0.045283021
"brocket" 0.486064815 0.076923077
"brocket" 0.97193287 0.130434783
"paca" 0.873113426 0.123999996
"agouti" 0.368587963 0.046666667
"peccary" 0.986689815 0.10222222
"agouti" 0.334479167 0.102127664
"brocket" 0.013668981 0.139215684
"squirrel" 0.743449074 0.031654677
"rat" 0.824328704 0.049999999
"agouti" 0.759108796 0.0128
"paca" 0.035914352 0.01875
"brocket" 0.833854167 0.047586207
"brocket" 0.015115741 0.096774194
"peccary" 0.831759259 0.090163934
"coati" 0.329791667 0.003937824
"peccary" 0.940798611 0.085833331
"brocket" 0.308738426 0.041860464
"peccary" 0.738101852 0.161111116
"peccary" 0.481423611 0.11903226
"agouti" 0.264756944 0.106666668
"brocket" 0.106655093 0.147916665
"agouti" 0.309456019 0.001500441
"brocket" 0.299363426 0.038461538
"agouti" 0.279247685 0.064864867
"peccary" 0.317303241 0.035714286
"peccary" 0.329548611 0.077083334
"peccary" 0.427349537 0.049041095
"brocket" 0.143993056 0.097872338
"paca" 0.130740741 0.078048782
"brocket" 0.991365741 0.04736842
"brocket" 0.772569444 0.063461538
"brocket" 0.059814815 0.111111111
"peccary" 0.080532407 0.090625003
"brocket" 0.818333333 0.061250001
"peccary" 0.365104167 0.01
"agouti" 0.74369213 0.013636364
"brocket" 0.202951389 0.071428571
"agouti" 0.746701389 0.06043956
"brocket" 0.09287037 0.076712327
"coati" 0.424988426 0.111714288
"brocket" 0.676099537 0.003883495
"agouti" 0.338842593 0.024299065
"ocelot" 0.803912037 0.114583333
"coati" 0.576539352 0.021568628
"brocket" 0.09587963 0.171794867
"coati" 0.575740741 0.017241379
"brocket" 0.538993056 0.024657534
"agouti" 0.481967593 0.004432624
"peccary" 0.248622685 0.048214287
"agouti" 0.270555556 0.018017241
"brocket" 0.127650463 0.043478261
"brocket" 0.883900463 0.032432434
"brocket" 0.917986111 0.030434782
"brocket" 0.876527778 0.050666666
"agouti" 0.719884259 0.031125827
"coati" 0.585752315 0.012698413
"brocket" 0.959479167 0.027956988
"brocket" 0.093009259 0.019805194
"peccary" 0.973854167 0.00288
"brocket" 0.180497685 0.011235955
"peccary" 0.25337963 0.001013514
"paca" 0.11869213 0.100000001
"agouti" 0.75693287 0.1
"agouti" 0.304907407 0.160000002
"agouti" 0.664328704 0.128571425
"agouti" 0.29818287 0.366666675
"agouti" 0.313703704 0.150000006
"agouti" 0.279907407 0.07222222
"coati" 0.400046296 0.566666683
"coati" 0.400046296 0.333333333
"squirrel" 0.746064815 0.162499994
"brocket" 0.527094907 0.205263163
"peccary" 0.266064815 0.41818181
