"species" "time" "speed"
"agouti" 0.39119213 0.054166665
"agouti" 0.282071759 0.24333334
"agouti" 0.268229167 0.094444447
"paca" 0.037094907 0.444999993
"ocelot" 0.975706019 0.393333316
"paca" 0.174293981 0.137777779
"armadillo" 0.040347222 0.104999999
"armadillo" 0.208020833 1.149999976
"opossum" 0.870451389 0.203333338
"squirrel" 0.340208333 0.300000012
"agouti" 0.708078704 0.0425
"agouti" 0.704675926 0.300000012
"agouti" 0.655439815 0.123846155
"tamandua" 0.525532407 0.159999996
"tamandua" 0.875752315 0.376666665
"paca" 0.063657407 0.187777784
"agouti" 0.435034722 0.425000012
"rat" 0.117303241 0.065555553
"agouti" 0.337858796 0.060714287
"agouti" 0.771655093 0.219999995
"agouti" 0.309189815 0.313333333
"peccary" 0.337824074 0.320000005
"brocket" 0.176365741 0.064444443
"agouti" 0.70193287 0.060666668
"paca" 0.185752315 0.114285716
"paca" 0.101064815 0.199999995
"tamandua" 0.35369213 0.25
"agouti" 0.576736111 0.227500007
"squirrel" 0.4253125 0.242500007
"ocelot" 0.979571759 0.456666668
"brocket" 0.242951389 0.673333327
"paca" 0.866747685 0.062222222
"agouti" 0.505833333 0.037272727
"brocket" 0.312303241 0.068888889
"agouti" 0.315717593 0.316666656
"agouti" 0.390277778 0.058571428
"rat" 0.1265625 0.25
"agouti" 0.650300926 0.140000001
"agouti" 0.25806713 0.370000005
"rat" 0.827430556 0.100000001
"agouti" 0.69724537 0.120000005
"agouti" 0.777164352 0.174999997
"rat" 0.009571759 0.25
"agouti" 0.305393519 0.2
"agouti" 0.639976852 0.183333337
"agouti" 0.322592593 0.275000006
"paca" 0.999224537 0.275000006
"peccary" 0.263587963 0.300000012
"agouti" 0.685729167 0.233333329
"peccary" 0.118981481 0.349999994
"agouti" 0.71681713 0.25
"brocket" 0.465393519 0.25
"agouti" 0.753148148 0.266666671
"peccary" 0.357951389 0.320000005
"paca" 0.055555556 0.400000006
"brocket" 0.675555556 0.266666671
"opossum" 0.816956019 0.425000012
"peccary" 0.70275463 0.34000001
"brocket" 0.753761574 0.425000012
"agouti" 0.738402778 0.333333333
"brocket" 0.73943287 0.333333333
"peccary" 0.711064815 0.524999976
"peccary" 0.719606481 0.519999981
"agouti" 0.647997685 0.519999981
"ocelot" 0.659166667 0.483333349
"agouti" 0.296053241 0.725000024
"peccary" 0.322025463 0.533333341
"agouti" 0.323634259 0.292499989
"ocelot" 0.127349537 0.25333333
"brocket" 0.293541667 0.115999997
"peccary" 0.307893519 0.20999999
"agouti" 0.363171296 0.043333332
"agouti" 0.38837963 0.25
"ocelot" 0.921828704 0.169999997
"agouti" 0.327407407 0.232500002
"rat" 0.007939815 0.120000005
"agouti" 0.598321759 0.25
"ocelot" 0.001064815 0.550000012
"ocelot" 0.255289352 0.637499988
"agouti" 0.682789352 0.216000009
"agouti" 0.43974537 0.042352943
"squirrel" 0.298831019 0.182500005
"agouti" 0.513460648 0.112499997
"agouti" 0.382361111 0.136000001
"agouti" 0.616828704 0.045882351
"agouti" 0.367673611 0.124000001
"armadillo" 0.841377315 0.629999995
"rat" 0.174375 0.107500002
"rat" 0.247824074 0.126666665
"agouti" 0.369837963 0.159999996
"agouti" 0.679918981 0.100000004
"brocket" 0.312268519 0.245000005
"agouti" 0.259224537 0.108181823
"agouti" 0.341446759 0.360000014
"paca" 0.99099537 0.180000007
"agouti" 0.283888889 0.25
"tamandua" 0.929768519 0.366666675
"agouti" 0.361840278 0.130714289
"squirrel" 0.367916667 0.370000005
"opossum" 0.858923611 0.174999997
"paca" 0.162349537 0.212500006
"brocket" 0.623194444 0.35
"armadillo" 0.14818287 0.224999994
"agouti" 0.453530093 0.25999999
"agouti" 0.613483796 0.188
"agouti" 0.272476852 0.456666668
"mouse" 0.869722222 0.0625
"agouti" 0.761145833 0.086000001
"rat" 0.8325 0.119999997
"agouti" 0.416539352 0.033333333
"agouti" 0.3165625 0.212500006
"ocelot" 0.953020833 0.224999994
"agouti" 0.659074074 0.30999999
"peccary" 0.332962963 0.177272732
"agouti" 0.276053241 0.325
"agouti" 0.496087963 0.083999997
"brocket" 0.26181713 0.389999986
"agouti" 0.277916667 0.072727274
"rat" 0.902627315 0.440000017
"agouti" 0.333136574 0.274545453
"squirrel" 0.701458333 0.068000001
"paca" 0.838263889 0.226666669
"agouti" 0.255300926 0.115555551
"peccary" 0.366076389 0.333333333
"ocelot" 0.126967593 0.100000001
"paca" 0.184976852 0.287499994
"squirrel" 0.38900463 0.129999995
"agouti" 0.292615741 0.25999999
"agouti" 0.582372685 0.3
"coati" 0.449282407 0.561999989
"agouti" 0.397731481 0.142499998
"agouti" 0.414386574 0.188
"paca" 0.063888889 0.194999993
"agouti" 0.257974537 0.596666654
"agouti" 0.341527778 0.144999996
"agouti" 0.239884259 0.174999997
"squirrel" 0.489259259 0.182500005
"paca" 0.053298611 0.300000012
"agouti" 0.262152778 0.200000008
"rat" 0.083113426 0.052999997
"paca" 0.824467593 0.125
"agouti" 0.4646875 0.094999999
"agouti" 0.540775463 0.157499999
"agouti" 0.3625 0.1875
"mouse" 0.909467593 0.120000005
"agouti" 0.416550926 0.162499994
"agouti" 0.681944444 0.140000001
"agouti" 0.727731481 0.211111108
"agouti" 0.432384259 0.177999997
"coati" 0.268333333 0.065454548
"paca" 0.01005787 0.106666664
"agouti" 0.258842593 0.529999971
"agouti" 0.451643519 0.189411766
"ocelot" 0.293981481 0.209999993
"agouti" 0.710011574 0.144000006
"agouti" 0.320520833 0.125
"rat" 0.231365741 0.125
"rat" 0.813460648 0.200000003
"agouti" 0.326087963 0.200000003
"agouti" 0.587511574 0.128571425
"coati" 0.656412037 0.128571425
"coati" 0.650740741 0.149999996
"agouti" 0.734884259 0.183333337
"coati" 0.655763889 0.183333337
"coati" 0.526712963 0.157142861
"brocket" 0.680335648 0.200000008
"agouti" 0.617511574 0.185714279
"brocket" 0.322106481 0.25999999
"ocelot" 0.025555556 0.324999988
"agouti" 0.463252315 0.233333329
"agouti" 0.284259259 0.425000012
"agouti" 0.681863426 0.24285715
"agouti" 0.74119213 0.4
"peccary" 0.372858796 0.333333333
"brocket" 0.71443287 0.383333325
"peccary" 0.533414352 0.342857156
"coati" 0.322372685 0.416666667
"agouti" 0.774050926 0.625
"squirrel" 0.331319444 0.433333317
"agouti" 0.278020833 0.699999988
"coati" 0.729965278 0.516666651
"peccary" 0.700509259 0.533333341
"coati" 0.412534722 0.666666667
"agouti" 0.724282407 0.419999997
"ocelot" 0.807418981 0.219999999
"peccary" 0.81162037 0.787500024
"agouti" 0.300601852 0.09222222
"agouti" 0.676006944 0.038461538
"agouti" 0.756608796 0.222499996
"agouti" 0.281087963 0.107500002
"agouti" 0.568703704 0.201666673
"agouti" 0.366458333 0.270000005
"paca" 0.113888889 0.166666667
"agouti" 0.596099537 0.301999998
"agouti" 0.622094907 0.11944445
"squirrel" 0.67849537 0.583333333
"mouse" 0.143645833 0.137500003
"agouti" 0.23943287 0.267500013
"paca" 0.888275463 0.229999995
"agouti" 0.676527778 0.26333334
"peccary" 0.209722222 0.103076926
"agouti" 0.301793981 0.115833332
"rat" 0.873576389 0.151999998
"opossum" 0.059780093 0.094999999
"paca" 0.834895833 0.35999999
"opossum" 0.036666667 0.55250001
"peccary" 0.271828704 0.100000004
"agouti" 0.289155093 0.157499999
"mouse" 0.2328125 0.103333334
"rat" 0.88724537 0.031999999
"rat" 0.983020833 0.075000003
"agouti" 0.527592593 0.093333334
"agouti" 0.302337963 0.142499998
"coati" 0.402546296 0.100000004
"agouti" 0.304722222 0.207499996
"brocket" 0.56099537 0.142857143
"paca" 0.850532407 0.42750001
"brocket" 0.358344907 0.122222225
"brocket" 0.555381944 0.383333325
"agouti" 0.29755787 0.459999998
"squirrel" 0.366331019 0.043636363
"agouti" 0.314525463 0.219999999
"agouti" 0.389884259 0.833333333
"agouti" 0.560277778 0.233333329
"rat" 0.116203704 0.349999994
"paca" 0.900555556 0.245000005
"mouse" 0.972233796 0.033076924
"peccary" 0.763333333 0.122000003
"paca" 0.895208333 0.150000006
"paca" 0.010983796 0.088181821
"agouti" 0.615798611 0.229999999
"ocelot" 0.769791667 0.273846149
"paca" 0.811145833 0.1875
"paca" 0.163668981 0.375
"tamandua" 0.809398148 0.25
"paca" 0.895208333 0.275000006
"agouti" 0.268425926 0.122500002
"rat" 0.141770833 0.100000001
"mouse" 0.014699074 0.074166665
"peccary" 0.675243056 0.221666674
"paca" 0.205601852 0.143333336
"peccary" 0.296631944 0.060833335
"ocelot" 0.952789352 0.204999998
"paca" 0.139560185 0.292499989
"brocket" 0.329236111 0.65
"agouti" 0.349074074 0.113333335
"agouti" 0.313541667 0.216666659
"paca" 0.899224537 0.465000004
"brocket" 0.33130787 0.25999999
"rat" 0.057268519 0.097272732
"brocket" 0.536527778 0.289999992
"agouti" 0.316354167 0.115999997
"agouti" 0.3009375 0.073333333
"agouti" 0.312997685 0.118181814
"agouti" 0.326122685 0.197500005
"paca" 0.169282407 0.136666665
"peccary" 0.804722222 0.02
"coati" 0.291747685 0.02
"rat" 0.919340278 0.02
"agouti" 0.675393519 0.028571429
"brocket" 0.994780093 0.040000001
"peccary" 0.283078704 0.060000002
"rat" 0.010972222 0.060000002
"coati" 0.59837963 0.042857145
"squirrel" 0.57712963 0.042857145
"agouti" 0.296342593 0.060000002
"rat" 0.241296296 0.080000001
"agouti" 0.333865741 0.050000001
"paca" 0.173391204 0.080000001
"agouti" 0.310960648 0.080000001
"peccary" 0.956712963 0.080000001
"agouti" 0.387210648 0.080000001
"coati" 0.577453704 0.050000001
"agouti" 0.286678241 0.1
"agouti" 0.329652778 0.0625
"peccary" 0.803298611 0.1
"tamandua" 0.535972222 0.071428571
"brocket" 0.761296296 0.1
"rat" 0.013252315 0.1
"agouti" 0.301666667 0.1
"peccary" 0.725289352 0.0625
"tamandua" 0.634351852 0.071428571
"agouti" 0.296365741 0.1
"rat" 0.182858796 0.1
"agouti" 0.308113426 0.1
"agouti" 0.445532407 0.075000003
"agouti" 0.315358796 0.120000005
"squirrel" 0.412534722 0.085714289
"peccary" 0.281678241 0.120000005
"agouti" 0.343483796 0.100000004
"coati" 0.503657407 0.085714289
"agouti" 0.267430556 0.120000005
"peccary" 0.673090278 0.085714289
"coati" 0.581087963 0.085714289
"agouti" 0.380405093 0.120000005
"agouti" 0.292800926 0.120000005
"peccary" 0.65025463 0.085714289
"agouti" 0.333472222 0.075000003
"agouti" 0.677986111 0.116666665
"agouti" 0.715381944 0.099999998
"paca" 0.970092593 0.139999998
"peccary" 0.11130787 0.139999998
"coati" 0.592453704 0.087499999
"agouti" 0.327280093 0.087499999
"peccary" 0.853344907 0.139999998
"peccary" 0.293391204 0.139999998
"brocket" 0.916215278 0.160000002
"brocket" 0.877418981 0.133333335
"agouti" 0.339606481 0.114285716
"rat" 0.192025463 0.160000002
"agouti" 0.636898148 0.114285716
"peccary" 0.836388889 0.133333335
"agouti" 0.289780093 0.133333335
"agouti" 0.28849537 0.160000002
"agouti" 0.640625 0.100000001
"agouti" 0.296793981 0.133333335
"coati" 0.567291667 0.100000001
"agouti" 0.3515625 0.149999996
"peccary" 0.883506944 0.149999996
"coati" 0.690393519 0.128571425
"agouti" 0.372048611 0.128571425
"agouti" 0.305694444 0.179999995
"agouti" 0.283877315 0.179999995
"agouti" 0.445462963 0.112499997
"agouti" 0.443171296 0.112499997
"agouti" 0.577893519 0.128571425
"peccary" 0.2896875 0.179999995
"paca" 0.97818287 0.179999995
"agouti" 0.548796296 0.112499997
"peccary" 0.933576389 0.179999995
"ocelot" 0.941840278 0.2
"agouti" 0.322256944 0.142857143
"coati" 0.291747685 0.2
"peccary" 0.842893519 0.2
"peccary" 0.730775463 0.125
"agouti" 0.366168981 0.125
"peccary" 0.301099537 0.25
"paca" 0.211469907 0.25
"agouti" 0.282534722 0.2
"opossum" 0.195856481 0.220000005
"agouti" 0.588206019 0.157142861
"agouti" 0.702858796 0.157142861
"armadillo" 0.947581019 0.220000005
"paca" 0.824282407 0.220000005
"paca" 0.833356481 0.220000005
"peccary" 0.646944444 0.157142861
"peccary" 0.295150463 0.220000005
"brocket" 0.835891204 0.220000005
"agouti" 0.701631944 0.150000006
"agouti" 0.680787037 0.150000006
"agouti" 0.758587963 0.24000001
"paca" 0.053576389 0.24000001
"squirrel" 0.354467593 0.150000006
"coati" 0.656238426 0.171428578
"rat" 0.951226852 0.24000001
"paca" 0.04443287 0.300000012
"peccary" 0.245833333 0.24000001
"armadillo" 0.059780093 0.24000001
"agouti" 0.360509259 0.171428578
"agouti" 0.751273148 0.25999999
"agouti" 0.416076389 0.185714279
"agouti" 0.356006944 0.185714279
"agouti" 0.359259259 0.162499994
"agouti" 0.285844907 0.25999999
"brocket" 0.194444444 0.25999999
"paca" 0.078796296 0.25999999
"peccary" 0.636041667 0.162499994
"agouti" 0.276840278 0.279999995
"brocket" 0.410520833 0.155555553
"ocelot" 0.05787037 0.279999995
"agouti" 0.418541667 0.174999997
"peccary" 0.244375 0.233333329
"agouti" 0.433668981 0.174999997
"agouti" 0.324490741 0.233333329
"paca" 0.085266204 0.279999995
"ocelot" 0.811921296 0.233333329
"ocelot" 0.119027778 0.3
"armadillo" 0.835173611 0.3
"agouti" 0.325219907 0.3
"paca" 0.203009259 0.3
"opossum" 0.784444444 0.3
"agouti" 0.720208333 0.214285714
"paca" 0.925717593 0.3
"paca" 0.062060185 0.3
"agouti" 0.314803241 0.3
"coati" 0.528715278 0.214285714
"coati" 0.313333333 0.320000005
"squirrel" 0.297800926 0.320000005
"brocket" 0.910115741 0.320000005
"brocket" 0.983194444 0.320000005
"agouti" 0.7453125 0.228571432
"peccary" 0.112719907 0.320000005
"paca" 0.137384259 0.320000005
"paca" 0.817141204 0.320000005
"tamandua" 0.73869213 0.400000006
"coati" 0.325659722 0.228571432
"agouti" 0.291805556 0.320000005
"agouti" 0.661678241 0.24285715
"agouti" 0.274988426 0.34000001
"paca" 0.948356481 0.34000001
"paca" 0.076712963 0.34000001
"peccary" 0.716805556 0.24285715
"agouti" 0.562372685 0.24285715
"coati" 0.360081019 0.24285715
"agouti" 0.41494213 0.224999994
"agouti" 0.739224537 0.224999994
"agouti" 0.75349537 0.35999999
"squirrel" 0.439930556 0.25714285
"agouti" 0.332314815 0.35999999
"agouti" 0.294826389 0.35999999
"agouti" 0.34087963 0.25714285
"agouti" 0.309976852 0.35999999
"peccary" 0.662581019 0.224999994
"agouti" 0.25599537 0.35999999
"tamandua" 0.653726852 0.25714285
"tamandua" 0.836099537 0.379999995
"ocelot" 0.016643519 0.474999994
"peccary" 0.627453704 0.237499997
"agouti" 0.423923611 0.237499997
"brocket" 0.72056713 0.237499997
"coati" 0.275162037 0.379999995
"coati" 0.302604167 0.4
"coati" 0.346886574 0.285714286
"peccary" 0.820416667 0.4
"peccary" 0.313148148 0.4
"brocket" 0.342164352 0.285714286
"ocelot" 0.268599537 0.333333333
"coati" 0.517071759 0.285714286
"brocket" 0.356979167 0.25
"squirrel" 0.441134259 0.285714286
"agouti" 0.278090278 0.419999981
"agouti" 0.585555556 0.233333323
"peccary" 0.796597222 0.419999981
"agouti" 0.335972222 0.262499988
"brocket" 0.300127315 0.44000001
"brocket" 0.139872685 0.366666675
"agouti" 0.383946759 0.275000006
"peccary" 0.700613426 0.314285721
"ocelot" 0.259861111 0.550000012
"coati" 0.604652778 0.275000006
"agouti" 0.306643519 0.550000012
"agouti" 0.279444444 0.45999999
"peccary" 0.393194444 0.328571422
"brocket" 0.984363426 0.45999999
"agouti" 0.443993056 0.383333325
"brocket" 0.3396875 0.300000012
"agouti" 0.643240741 0.342857156
"peccary" 0.916828704 0.480000019
"peccary" 0.800821759 0.600000024
"agouti" 0.306886574 0.416666667
"coati" 0.340578704 0.357142857
"coati" 0.359340278 0.357142857
"agouti" 0.70005787 0.324999988
"agouti" 0.377372685 0.385714293
"paca" 0.125740741 0.55999999
"agouti" 0.738136574 0.399999993
"armadillo" 0.107037037 0.55999999
"peccary" 0.706631944 0.428571429
"coati" 0.662071759 0.428571429
"peccary" 0.73974537 0.387499988
"peccary" 0.700393519 0.457142864
"coati" 0.306608796 0.65999999
"ocelot" 0.602175926 0.425000012
"peccary" 0.299768519 0.7
"brocket" 0.382696759 0.514285701
"brocket" 0.356990741 0.514285701
"coati" 0.65125 0.528571435
"agouti" 0.659155093 0.225999999
"agouti" 0.266770833 0.049999999
"ocelot" 0.899409722 0.787500024
"rat" 0.843368056 0.379999995
"agouti" 0.751851852 0.246000004
"agouti" 0.668148148 0.099999998
"rat" 0.880023148 0.05
"rat" 0.886782407 0.234999999
"agouti" 0.664398148 0.136000001
"peccary" 0.210717593 0.038125001
"peccary" 0.704351852 0.024230769
"agouti" 0.521666667 0.294999997
"paca" 0.062384259 0.168461543
"agouti" 0.236018519 0.892499983
"peccary" 0.757199074 0.142499998
"agouti" 0.72599537 0.229999995
"rat" 0.945648148 0.112142861
"mouse" 0.863854167 0.057999998
"agouti" 0.278935185 0.146666666
"agouti" 0.6734375 0.526666681
"agouti" 0.248460648 0.018461538
"agouti" 0.270833333 0.086000001
"agouti" 0.711539352 0.230000002
"agouti" 0.261724537 0.023999999
"agouti" 0.276284722 0.129999995
"tamandua" 0.958090278 0.207499996
"armadillo" 0.881388889 0.294999987
"agouti" 0.498368056 0.221666674
"rat" 0.995289352 0.224000001
"agouti" 0.751736111 0.31400001
"paca" 0.077673611 0.105999994
"agouti" 0.577974537 0.046000001
"agouti" 0.256342593 0.134000003
"agouti" 0.681365741 0.130000004
"paca" 0.992800926 0.34000001
"brocket" 0.811388889 0.180000003
"peccary" 0.264895833 0.080000001
"coati" 0.262789352 0.281999993
"agouti" 0.693877315 0.373333335
"paca" 0.972303241 0.209999993
"agouti" 0.312662037 0.156666666
"agouti" 0.692569444 0.137500003
"agouti" 0.28568287 0.141999996
"agouti" 0.332592593 0.073333333
"agouti" 0.4471875 0.049999999
"agouti" 0.284502315 0.34000001
"brocket" 0.132928241 0.4
"agouti" 0.303518519 0.201999998
"peccary" 0.732974537 0.047727271
"agouti" 0.684525463 0.228333334
"agouti" 0.651018519 0.112
"agouti" 0.464375 0.133333339
"agouti" 0.700439815 0.519999981
"coati" 0.557731481 0.399999993
"peccary" 0.769861111 0.6
"agouti" 0.754606481 0.03857143
"mouse" 0.152800926 0.026666667
"paca" 0.920659722 0.120000005
"peccary" 0.637789352 0.141999996
"coati" 0.536157407 0.100000001
"agouti" 0.624861111 0.145714283
"brocket" 0.213842593 0.270000005
"agouti" 0.575972222 0.199999997
"brocket" 0.574085648 0.202631574
"rat" 0.849074074 0.036923076
"agouti" 0.687534722 0.096666664
"paca" 0.996180556 0.115
"agouti" 0.272141204 0.320000005
"agouti" 0.59005787 0.35999999
"rat" 0.874965278 0.060000002
"squirrel" 0.441203704 0.146000004
"agouti" 0.711168981 0.151428563
"peccary" 0.468113426 0.201666673
"agouti" 0.614328704 0.185714279
"agouti" 0.273668981 0.25999999
"agouti" 0.690451389 0.061666667
"peccary" 0.767326389 0.26400001
"agouti" 0.580231481 0.200000003
"rat" 0.178923611 0.090000004
"agouti" 0.256388889 0.115999997
"agouti" 0.331076389 0.100000004
"agouti" 0.348159722 0.12166667
"armadillo" 0.064780093 0.146000004
"rat" 0.834016204 0.1875
"agouti" 0.452627315 0.189999998
"peccary" 0.397951389 0.221428565
"ocelot" 0.170902778 0.55999999
"rat" 0.226180556 0.060000002
"agouti" 0.743101852 0.069999999
"rat" 0.110798611 0.097499996
"agouti" 0.687418981 0.024615384
"agouti" 0.689502315 0.127999997
"peccary" 0.911701389 0.160000002
"mouse" 0.958206019 0.219999999
"brocket" 0.628310185 0.184000003
"agouti" 0.278101852 0.2
"rat" 0.023194444 0.126923075
"ocelot" 0.164143519 0.725000024
"agouti" 0.331921296 0.061428572
"rat" 0.922025463 0.083333333
"rat" 0.051203704 0.139999998
"agouti" 0.68369213 0.344999999
"paca" 0.03875 0.146923074
"agouti" 0.267962963 0.320000005
"paca" 0.073854167 0.167142851
"agouti" 0.665219907 0.428571429
"rat" 0.961087963 0.060000002
"rat" 0.910555556 0.095999998
"agouti" 0.372418981 0.134000003
"rat" 0.989675926 0.188
"tamandua" 0.734074074 0.191999996
"agouti" 0.450810185 0.211428574
"ocelot" 0.835891204 0.476000023
"mouse" 0.211296296 0.080000001
"peccary" 0.411770833 0.062857143
"mouse" 0.135393519 0.089999998
"ocelot" 0.148472222 0.081111113
"agouti" 0.385752315 0.246000004
"agouti" 0.691863426 0.199999997
"agouti" 0.58962963 0.237142852
"agouti" 0.271030093 0.455000003
"agouti" 0.335474537 0.375
"agouti" 0.367824074 0.050000002
"mouse" 0.836539352 0.110000002
"squirrel" 0.284270833 0.115999997
"agouti" 0.306412037 0.056153848
"opossum" 0.068402778 0.179999995
"paca" 0.937662037 0.279999995
"agouti" 0.370914352 0.072000003
"agouti" 0.252430556 0.35999999
"ocelot" 0.159675926 0.4375
"paca" 0.058888889 0.179999995
"agouti" 0.26943287 0.109999999
"ocelot" 0.192604167 0.470588235
"agouti" 0.488877315 0.025
"agouti" 0.645509259 0.085000001
"agouti" 0.371574074 0.021111111
"agouti" 0.261898148 0.033076924
"rat" 0.023194444 0.107500002
"agouti" 0.5509375 0.027222223
"agouti" 0.531134259 0.0625
"ocelot" 0.774641204 0.048181816
"agouti" 0.479421296 0.094999999
"rat" 0.947361111 0.120000005
"agouti" 0.4396875 0.122000003
"mouse" 0.868506944 0.155000001
"opossum" 0.903125 0.127999997
"rat" 0.959097222 0.139999998
"opossum" 0.179351852 0.174999997
"agouti" 0.273113426 0.144000006
"agouti" 0.417372685 0.165999997
"paca" 0.06150463 0.219999999
"rat" 0.053518519 0.179999995
"agouti" 0.255069444 0.069230767
"tamandua" 0.633993056 0.056875002
"agouti" 0.283935185 0.072307692
"agouti" 0.678900463 0.203999996
"agouti" 0.264270833 0.262499988
"agouti" 0.554351852 0.06294118
"agouti" 0.290601852 0.079285715
"agouti" 0.408738426 0.24000001
"coati" 0.566793981 0.24285715
"paca" 0.934722222 0.435000002
"agouti" 0.328113426 0.262499988
"brocket" 0.167222222 0.432000017
"brocket" 0.045717593 0.44000001
"tamandua" 0.685891204 0.45999999
"agouti" 0.634212963 0.357142857
"mouse" 0.882094907 0.019375
"mouse" 0.203113426 0.137500003
"agouti" 0.297916667 0.139999998
"agouti" 0.317175926 0.094166666
"agouti" 0.740046296 0.902499974
"agouti" 0.696643519 0.086000001
"agouti" 0.278726852 0.119999997
"agouti" 0.334212963 0.122500002
"armadillo" 0.889409722 0.129999995
"agouti" 0.421979167 0.065882353
"agouti" 0.364328704 0.058333332
"agouti" 0.29755787 0.151999998
"paca" 0.819074074 0.275000006
"peccary" 0.287025463 0.24000001
"agouti" 0.773831019 0.253999996
"ocelot" 0.862569444 0.318000007
"agouti" 0.689988426 0.25285714
"peccary" 0.635555556 0.428571429
"rat" 0.0284375 0.680000019
"rat" 0.916539352 0.060000002
"rat" 0.828101852 0.088
"rat" 0.89943287 0.079000002
"tamandua" 0.553009259 0.04090909
"coati" 0.417974537 0.283333341
"ocelot" 0.923576389 0.666666667
"agouti" 0.525115741 0.074999998
"mouse" 0.875578704 0.159999996
"opossum" 0.776736111 0.170000002
"agouti" 0.755 0.165999997
"agouti" 0.286631944 0.224000001
"peccary" 0.286666667 0.24000001
"agouti" 0.400810185 0.050000002
"mouse" 0.201851852 0.063999999
"rat" 0.832858796 0.125
"armadillo" 0.813958333 0.397500008
"paca" 0.915034722 0.519999981
"rat" 0.870173611 0.016666667
"agouti" 0.367627315 0.049999999
"agouti" 0.252534722 0.066153847
"tamandua" 0.525891204 0.128571425
"agouti" 0.752465278 0.142857143
"armadillo" 0.899409722 0.163076914
"ocelot" 0.030555556 0.453999996
"agouti" 0.348622685 0.184000003
"peccary" 0.214293981 0.105333336
"agouti" 0.692615741 0.330000003
"brocket" 0.09369213 0.112499997
"rat" 0.052881944 0.141999996
"agouti" 0.328784722 0.112499997
"ocelot" 0.053356481 0.224999994
"agouti" 0.599872685 0.188
"agouti" 0.375625 0.200000008
"agouti" 0.63974537 0.199999997
"agouti" 0.538101852 0.056666667
"rat" 0.123796296 0.080000001
"rat" 0.02525463 0.137500003
"agouti" 0.289201389 0.224999994
"agouti" 0.372048611 0.066818183
"agouti" 0.691226852 0.050000001
"agouti" 0.324340278 0.112
"opossum" 0.78037037 0.113999999
"agouti" 0.576331019 0.187142849
"squirrel" 0.25880787 0.279999995
"agouti" 0.639861111 0.287499994
"agouti" 0.415763889 0.037647058
"agouti" 0.53380787 0.159999996
"agouti" 0.633761574 0.24000001
"agouti" 0.271458333 0.040000001
"ocelot" 0.468946759 0.125999999
"rat" 0.211041667 0.174000001
"agouti" 0.487303241 0.137500003
"coati" 0.442407407 0.214999994
"ocelot" 0.67630787 0.549999992
"agouti" 0.688032407 0.025000001
"mouse" 0.109548611 0.107500002
"mouse" 0.956469907 0.159999996
"mouse" 0.959085648 0.159999996
"agouti" 0.321655093 0.245000005
"agouti" 0.697152778 0.224999994
"paca" 0.873923611 0.161428571
"brocket" 0.891122685 0.151250005
"agouti" 0.716921296 0.10375
"agouti" 0.58275463 0.24666667
"agouti" 0.460127315 0.076999998
"agouti" 0.524675926 0.108333329
"agouti" 0.32150463 0.194285716
"mouse" 0.061724537 0.162499994
"coati" 0.550162037 0.1131579
"agouti" 0.410381944 0.018181818
"peccary" 0.270439815 0.110000002
"agouti" 0.620416667 0.15
"agouti" 0.628391204 0.188
"agouti" 0.68849537 0.086666663
"rat" 0.008969907 0.127999997
"agouti" 0.746412037 0.45
"agouti" 0.383784722 0.22249999
"agouti" 0.295173611 0.619999981
"opossum" 0.919178241 0.02
"agouti" 0.363263889 0.15
"agouti" 0.579293981 0.108750001
"agouti" 0.491875 0.082857143
"agouti" 0.284189815 0.088
"armadillo" 0.961018519 0.592499971
"ocelot" 0.26587963 0.619999981
"ocelot" 0.829895833 0.831999969
"opossum" 0.125648148 0.204999998
"rat" 0.042615741 0.29000001
"peccary" 0.48087963 0.108000004
"squirrel" 0.300844907 0.059285713
"ocelot" 0.21337963 0.234999999
"agouti" 0.748055556 0.65
"agouti" 0.444444444 0.027619047
"agouti" 0.579861111 0.11833333
"rat" 0.114108796 0.151999998
"paca" 0.86119213 0.179999995
"agouti" 0.257291667 0.3125
"agouti" 0.575196759 0.228333334
"agouti" 0.278449074 0.160000002
"agouti" 0.343946759 0.07909091
"peccary" 0.646898148 0.245000005
"agouti" 0.342303241 0.123333335
"coati" 0.679050926 0.034999999
"ocelot" 0.949421296 0.408333341
"agouti" 0.451122685 0.076666668
"mouse" 0.078611111 0.060909092
"agouti" 0.684050926 0.095000003
"agouti" 0.711354167 0.120000005
"agouti" 0.531967593 0.028333333
"agouti" 0.446354167 0.052142859
"coati" 0.432002315 0.136315785
"agouti" 0.441342593 0.206666668
"ocelot" 0.857905093 0.45999999
"rat" 0.231851852 0.025
"coati" 0.584050926 0.066666669
"agouti" 0.404548611 0.115384615
"paca" 0.177256944 0.25
"tamandua" 0.017581019 0.170000005
"agouti" 0.695266204 0.188888894
"peccary" 0.24349537 0.105263158
"peccary" 0.339375 0.375
"ocelot" 0.571145833 0.537500024
"ocelot" 0.791111111 0.541666667
"peccary" 0.266134259 0.546666662
"agouti" 0.26525463 0.046250001
"agouti" 0.429178241 0.011470588
"peccary" 0.325046296 0.056249999
"brocket" 0.774039352 0.464999994
"agouti" 0.673032407 0.02704918
"agouti" 0.650578704 0.077777776
"brocket" 0.077893519 0.213333329
"paca" 0.84369213 0.154999995
"agouti" 0.641898148 0.153571435
"paca" 0.856956019 0.071428571
"agouti" 0.753773148 0.129999995
"agouti" 0.265451389 0.099999998
"agouti" 0.343032407 0.061428572
